고유번호,Title,Content
91,만성 신부전,"급성 신부전과 마찬가지로 신장의 기능을 75% 이상 상실한 상태이다. 수축되어 딱딱해져 있는 경우가 많고, 나이를 먹은 개일수록 발생률이 높아지고 안타깝게도 기능회복은 기대할 수 없다. 치료방법은 일단 나빠진 신장의 기능은 다시 회복되지 않고 계속 악화되기 때문에 치료는 최대한 증상을 완화시키는 것이 목적이다. 증상에 맞게 식사요법이나 약물 투여, 수액 등의 치료가 진행된다. 인공투석이나 신장이식은 특별한 시설에서만 가능하고 아직 일반적이지 않다. 장관 내에서 독소를 흡수하는 작용을 하는 카본계 내복약이나 신장병 전용 치료식을 주거나, 단백질이나 인, 나트륨을 삼간 식사요법을 통해 진행을 늦추고 좋은 상태를 유지시키는 예도 적지 않다."
92,상피소체 기능항진증.저하증,"상피소체 호르몬의 일종이 과다하게 분비되거나 부족하면 칼슘 대사에 장애가 생긴다. 분비량이 증가하는 것을 상피소체 항진증, 감소하는 것을 상피소체 저하증이라고 한다. 치료방법으로는 항진증은 상피소체를 수술로 절제한다. 원인에 따라서는 칼슘제의 투여나 식사요법을 실시한다. 저하증의 치료에는 칼슘제나 비타민 D를 투여한다."
93,쿠싱증후군,"쿠싱증후근은 공팥 위에 있는 부신이라는 기관이 호르몬을 분비하는데, 이 호르몬이 과다 분비되어 발생하는 질병입니다. 종양이나 종종 멍이드는 것도 관찰될 수 있으먀, 스테로이드 약물 복용으로도 발병할 수 있으며, 정확한 검사를 통해 수술이나 약물로 치료할 수 있습니다."
94,당뇨병,"당뇨병은 췌장에서 인슐린이 제대로 분비되지 않아 발생하는 질병으로, 과식 또는 유전적인 요인과 노화로 인해 발생합니다. 치료방법은 사람과 매우 유사하게 식단관리, 인슐린 치료와 매일 정해진 시간대 운동, 정기적 검사를 통한 보호자의 꾸준한 혈당관리로 개선될 수 있습니다."
95,쿠싱증후군,"쿠싱증후근은 공팥 위에 있는 부신이라는 기관이 호르몬을 분비하는데, 이 호르몬이 과다 분비되어 발생하는 질병입니다. 종양이나 종종 멍이드는 것도 관찰될 수 있으먀, 스테로이드 약물 복용으로도 발병할 수 있으며, 정확한 검사를 통해 수술이나 약물로 치료할 수 있습니다."
96,요붕증,소변의 과다배출을 막는 호르몬에 이상이 생기거나 신장에 문제가 있기 때문에 물을 많이 먹고 소변을 많이 보는 다음다뇨가 되는 질병이다. 치료방법은 약물로 치료할 수 있다. 치료를 계속하면 탈수증상을 일으키지 않도록 음수량을 조절해야 한다
97,슬개골 탈구,"슬개골탈구는 뒤쪽 다리 무릎쪽에 위치한 슬개골이 정상 위치를 벗어나 생기는 질병입니다. 초기에는 증상이 관찰되지 않지만, 앞다리를 들고 다니거나 높이 뛰어 오르는 경우 통증을 호호하는 경우가 있습니다. 소형견에게 잘 나타나며  수술 치료후 재발이 많으므로 각별한 사후 관리가 요구됩니다."
98,관절염,"관절염은 노화, 부상, 감염 등의 질병으로 인해 염증이 발생하며,
약물치료와 수술이 요구되는 질병입니다."
99,고관절 탈구,고관절 탈구는 반려견의 뒷다리 뼈가 제위치를 벗어난 경우 발생하는 질병으로 움직이는 것 조차 힘들어 하는 모습이 관찰됩니다.  수술로 탈구된 뼈를 제거하고 꾸준한 재활치료를 해야 합니다.
100,전십자인대 손상,전십자인대에 문제가 생긴 경우에는 반려견의 다리가 계속 바깥쪽으로 미끄러져서 정상적인 보행이 어렵습니다. 경증일 경우는 약물 중증일 경우는 수술로 치료해야 합니다.
101,골절 (반려견),"대부분의 골절은 사고 등의 충격으로 발생하는데, 뼈의 형성이 나쁘거나 구루병이나 뼈 종양 등에 의해서 뼈가 쇠약해지기 때문에 정상적이라면 버틸 수 있는 정도의 힘에도 쉽게 골절 되는 경우가 있습니다. 치료방법으로는 피부가 찢어져 뼈가 보이는 경우에는 응급처치로 소독한 후에 2차 감염을 예방하기 위해서 재빨리 거즈 등으로 청결하게 합니다. 판자나 박스 등을 간단한 지지대로 삼아 환부에 고정하고 가능한 움직이지 않게 해서 병원으로 가야합니다. 골절 치료법은 다양하지만, 기본적으로 뼈를 정상적인 위치로 되돌려 재생할 때까지 이탈을 막는 것입니다."
102,관절염,"관절염은 노화, 부상, 감염 등의 질병으로 인해 염증이 발생하며,
약물치료와 수술이 요구되는 질병입니다."
103,탈구,"관절부에 의해 연결되어 있는 뼈와 뼈가 관절에서 벗어나 정상적인 위치에서 벗어나는 것이 탈구이다. 치료방법으로는 X선 검사 후에 가능한 빨리 관절을 정상 위치로 되돌린다. 대부분은 마취를 하고 피부 위에서 힘을 가해 수복하는데, 외과수술이 필요한 경우도 적지 않습니다. 수복 후에는 환부를 고정해서 안정을 유지하고 약으로 염증을 가라앉힙니다. 탈구는 습관성이 되는 경우가 많으므로 그 후의 생활 관리에 주의를 기울여야 합니다."
104,전십자인대 손상,전십자인대에 문제가 생긴 경우에는 반려견의 다리가 계속 바깥쪽으로 미끄러져서 정상적인 보행이 어렵습니다. 경증일 경우는 약물 중증일 경우는 수술로 치료해야 합니다.
105,추간판 헤르니아,"등뼈의 뼈 사이에 있는 추간판은 뼈끼리 부딪치지 않도록 쿠션 역할을 합니다. 그 추간판이 튀어나와 신경을 압박하고, 다양한 장애를 일으키는 상태입니다. 치료방법으로는 일단 안정을 취하고 평소 스테로이드제나 레이저 치료 등으로 통증을 완화하는데, 병변 부위에 특수한 약제를 주입하는 방법이 실시되기도 합니다. 증상이 심할 경우에는 수술로 환부를 도려냅니다."
106,전정장애,귀에서 뇌로 연결되는 평행감각을 다스리는 전정 부위에 이상이 생기는 질환입니다. 치료방법으로는 항생물질이나 스테로이드제를 투여하고 적절한 치료를 하면 며칠에서 몇 주 사이에 병상을 개선할 수 있습니다. 후유증으로 고개가 기울어진 상태가 지속되기도 하므로 이상이 보이면 조기에 진찰을 받아야 합니다.
107,내이염,귀의 가장 안쪽 깊은 곳에 있는 내이에서 일어나는 내이염은 외이염이나 중이염이 확대되어 일어납니다. 치료방법으로는 원인이 되는 외이염이나 내이염을 치료해야합니다. 장애가 심하면 증상의 개선이 어려워집니다.
108,고관절 형성부전,허리와 대퇴골을 연결하는 고관절이 변형되기 때문에 걷는 모습이 이상해지고 점점 관절의 움직임이 제한됩니다. 치료방법으로는 운동을 제한하고 체중을 관리하면서 항염증약이나 진통제 등을 투여하여 염증을 완화시킵니다. 뼈를 절제하고 관절 형성 수술을 하는 경우도 있습니다.
109,슬개골 탈구,"슬개골탈구는 뒤쪽 다리 무릎쪽에 위치한 슬개골이 정상 위치를 벗어나 생기는 질병입니다. 초기에는 증상이 관찰되지 않지만, 앞다리를 들고 다니거나 높이 뛰어 오르는 경우 통증을 호호하는 경우가 있습니다. 소형견에게 잘 나타나며  수술 치료후 재발이 많으므로 각별한 사후 관리가 요구됩니다."
110,뼈의 종양,"양성 뼈 종양에는 골종, 악성 뼈 종양에는 연골육종이나 골육종 등이 있습니다. 치료 방법으로는 생명을 구하기 위해서는 안타깝지만 다리를 절단해야 하는 경우가 대부분입니다. 치료에는 항암제 등도 사용하며 폐에 전이되는 경우가 많기 때문에 완치될 가능성이 낮은 질병입니다."
111,중이염,일반적인 증상은 외이염과 거의 비슷하다. 원인은 외이염과 거의 동일한데 외이의 염증이 번져서 일어난다. 중이의 고실까지 염증이 일어나 고름이 쌓이긷 한다. 치료방법으로는 병발해 있는 외이염의 치료를 겸해서 하고 항생물질이나 소독제를 투여한다. 수술을 하기도 한다
112,열사병,열사병은 반려견이 땀으로 체온을 조절하기 어려운 신체구조를 갖고 있기 때문에 생깁니다. 뜨겁고 환기가잘 안되는 공간에서 걸릴 확률이 높으며 몸의 온도를 내리기 위해 물을 뿌려주거나 적신 타월을 감싸주고 물을 최대한 많이 공급해 주어야 증상을 완화시킬 수 있습니다.
113,기관지염,"기관지염은 바이러스나 세균, 진균 등에 감염되어 발생하는 질병으로
항생제와 흡입요법으로 치료합니다."
114,만성 폐쇄성 폐질환,"만성 폐쇄성 폐질환은 담배연기, 미세먼지 알레르기 유발 물질 등 호흡기 손상을 유발하는 물질에 지속적으로노출되거나, 구강 질환으로 호흡기가 손상된 상태가 지속되면 발생하는 질환으로 검사를 통한 진단을 통해 치료합니다."
115,폐수종,"폐수종은 폐 속에 액체가 차서 공기가 제대로 순환하지 못해 호흡 곤란을 유발하는 질병으로, 폐렴이나 심장질환 등이 원인이며, 세균 감염이나 극도의 스트레스, 급격한 운동 등으로 발병합니다. 뚜렷한 예방법이 없기 때문에 주기적인 검사를 통해 예방하셔야 합니다."
116,연구개과장증,퍼그나 시츄 등 코가 납작한 단두종에서 흔히 나타납니다.  목의 인후두부에 있는 덮개가 보통의 강아지보다 늘어져서 기도로 공기를 보내는 것을 방해하는 것이 원인입니다. 일상생활에 지장을 주지 않으면 크게 걱정하지 않아도 되지만 혀가 보라색이 되고 호흡곤란이 반복적으로 일어나는 경우 절제 수술을 필요로 합니다. 기침을 동반한다면 심장 질환일 수 있으니 정확한 검진을 받아보셔야 합니다.
117,기관허탈,"4단계로 나뉘는 기관 허탈은 기관의 원형 구조가 편평해지는 것으로  기관에서 가슴으로 들어가는 입구 부분과 기관지 부분이 편평해지는 경향이 높습니다.  편평해져 공기의 흐름이 줄어들면 산소가 충분히 공급되지 못해 쇼크사를 일으킬 수 있는 무서운 질병입니다. 비만인 경우 노령인 경우 발병할 확률이 높기 때문에 주의하셔야 합니다. 약물치료, 기관 보철물을 넣는 수술을 통해 치료 가능합니다."
118,식도 내 이물,잘못해서 이물질을 삼켜 식도가 막힌 상태이다. 때로는 완전히 막혀서 음식물을 위로 보낼 수 없게 되는 경우도 있다. 치료방법으로는 이물질을 제거한다. 내시경을 삽입해 끄집어낸다. 식도절개는 가슴을 개복해야하는 힘든 수술이므로 이물질을 위 속으로 밀어 넣을 수 있다면 위를 절개해서 꺼내는 방법을 선택한다. 특히 새끼 때에는 급여하는 내용물에 신경 써야 한다.
119,열사병,열사병은 반려견이 땀으로 체온을 조절하기 어려운 신체구조를 갖고 있기 때문에 생깁니다. 뜨겁고 환기가잘 안되는 공간에서 걸릴 확률이 높으며 몸의 온도를 내리기 위해 물을 뿌려주거나 적신 타월을 감싸주고 물을 최대한 많이 공급해 주어야 증상을 완화시킬 수 있습니다.
120,종양,"반려견에게 발병하는 주요 종양은, 가장 흔희 생기는 유선종양, 말랑말랑한 혹 덩어리가 생기는 지방종, 피부종양인 비만세포종, 혈관 내비 세포의 악성 종양인 혈관 육종, 림프절이 확장하는 림프종 등 그 종류가 매우 다양합니다. 종양의 종류와 시기에 따라 수술과 꾸준한 항암치료로 상태가 호전될 수 있습니다."
121,기흉,상처 등으로 폐나 흉벽에 구멍이 뚫려 흉강에 공기가 차는 질환이다. 그 결과 폐가 위축되면서 폐활량이 저하된다. 심해지면 생명에 지장을 주기도 한다. 치료방법으로 흉강에 쌓인 공기를 빼거나 산소를 흡입시킨다. 중증인 경우에는 개흉수술이 필요한 경우도 있다
122,폐렴,"폐 조직에 염증이 일어나는 것이 폐렴이다. 기관지염이나 인두염이 병발해 있는 경우도 많고, 심한 발열이나 호흡곤란으로 쓰러지거나, 간혹 사망에 이르기도 하는 중대한 질병이다. 치료방법으로는 항생물질 외에 진핵제, 거담제, 소염제 등을 투여한다. 중증인 경우에는 산소흡입이 필요하다. 가정에서는 안정을 유지시키고, 공기의 환기나 온도에 신경쓴다."
123,기관지염,"기관지염은 바이러스나 세균, 진균 등에 감염되어 발생하는 질병으로
항생제와 흡입요법으로 치료합니다."
124,폐수종,"폐수종은 폐 속에 액체가 차서 공기가 제대로 순환하지 못해 호흡 곤란을 유발하는 질병으로, 폐렴이나 심장질환 등이 원인이며, 세균 감염이나 극도의 스트레스, 급격한 운동 등으로 발병합니다. 뚜렷한 예방법이 없기 때문에 주기적인 검사를 통해 예방하셔야 합니다."
125,식도 내 이물,잘못해서 이물질을 삼켜 식도가 막힌 상태이다. 때로는 완전히 막혀서 음식물을 위로 보낼 수 없게 되는 경우도 있다. 치료방법으로는 이물질을 제거한다. 내시경을 삽입해 끄집어낸다. 식도절개는 가슴을 개복해야하는 힘든 수술이므로 이물질을 위 속으로 밀어 넣을 수 있다면 위를 절개해서 꺼내는 방법을 선택한다. 특히 새끼 때에는 급여하는 내용물에 신경 써야 한다.
126,횡격막 헤르니아,"횡경막은 흉강과 복강의 경계에 있는 근육질의 막으로, 호흡운동에 중요한 작용을 한다. 사고 등으로 횡격막이 눌리면서 구멍이 뚫려 장기가 가슴 안으로 쏟아지는 질환이 횡격막 헤르니아이다. 치료방법으로 증상이 심한 경우에는 신속하게 수술하여 파열부를 개복해야 한다. 개복하지 않는 경우에도 최종적으로는 수술로 치료하는 것이 일반적이다."
127,심근증,"심장 근육이 정상적으로 작용하지 않게 되어 발생하는 질병이다. 심근이 얇아지고 탄력이 없어지는 확장형, 심근이 비대한 비대형이 있으며 개에게는 확장형이 대부분을 차지한다. 치료방법으로 혈관확장제나 이뇨제 등으로 질병을 완하시키는 치료를 한다. 내복약은 장기적으로 복용해야 하는데 부작용을 걱정할 필요는 없다. 식이요법을 통해 질병의 잔행을 억제시킨다."
128,기관허탈,"4단계로 나뉘는 기관 허탈은 기관의 원형 구조가 편평해지는 것으로  기관에서 가슴으로 들어가는 입구 부분과 기관지 부분이 편평해지는 경향이 높습니다.  편평해져 공기의 흐름이 줄어들면 산소가 충분히 공급되지 못해 쇼크사를 일으킬 수 있는 무서운 질병입니다. 비만인 경우 노령인 경우 발병할 확률이 높기 때문에 주의하셔야 합니다. 약물치료, 기관 보철물을 넣는 수술을 통해 치료 가능합니다."
129,연구개과장증,퍼그나 시츄 등 코가 납작한 단두종에서 흔히 나타납니다.  목의 인후두부에 있는 덮개가 보통의 강아지보다 늘어져서 기도로 공기를 보내는 것을 방해하는 것이 원인입니다. 일상생활에 지장을 주지 않으면 크게 걱정하지 않아도 되지만 혀가 보라색이 되고 호흡곤란이 반복적으로 일어나는 경우 절제 수술을 필요로 합니다. 기침을 동반한다면 심장 질환일 수 있으니 정확한 검진을 받아보셔야 합니다.
130,포피염,"포피염은 생식기의 바깥 부분에 세균감염 또는 호르몬 문제, 방광, 비뇨기계 문제가 원인으로 발생하는 질병으로, 포피낭을 여러 차례 세척 또는 항생제 복용으로 치료합니다."
131,자궁 축농증,자궁 축농증은 세균 감염으로 자궁에 농이 차는 질환으로자궁과 난소를 제거하는 수술로 치료합니다.
132,질염,"질염은 미성숙 질, 비뇨 생식기 감염, 외상 등이 원인되어 발생하는 질병으로, 항생제 처치로 대부분 치료가 되나 필요시에는 수술 치료를 요합니다."
133,귀염증,"내분비 장애, 자가면역 부족, 알레르기성 피부질환, 귀지 형성이 주원인이며 통상 외이염, 중이염, 내이염 순으로 진행되며, 중이염까지 진행되었다면 전정기관리 손상되기도 합니다. 소독과 항생제 투여를 신속하게 해야 하고 심한 경우는 수술이 필요한 경우도 있습니다."
134,진드기 감염,"야외 활동, 산책 중 진드기가 몸에 붙으면서 생기는 감염으로 고열과 식욕부진을 동반하고, 심하면 사망에 이를 수도 있다. 야외 활동시 풀숲은 가급적 피하고, 목욕 후 육안으로 진드기 유무를 확인하고 진드기 예방약과 백신을 통해 예방할 수 있습니다."
135,내이염,귀의 가장 안쪽 깊은 곳에 있는 내이에서 일어나는 내이염은 외이염이나 중이염이 확대되어 일어납니다. 치료방법으로는 원인이 되는 외이염이나 내이염을 치료해야합니다. 장애가 심하면 증상의 개선이 어려워집니다.
136,전정장애,귀에서 뇌로 연결되는 평행감각을 다스리는 전정 부위에 이상이 생기는 질환입니다. 치료방법으로는 항생물질이나 스테로이드제를 투여하고 적절한 치료를 하면 며칠에서 몇 주 사이에 병상을 개선할 수 있습니다. 후유증으로 고개가 기울어진 상태가 지속되기도 하므로 이상이 보이면 조기에 진찰을 받아야 합니다.
137,종양,"반려견에게 발병하는 주요 종양은, 가장 흔희 생기는 유선종양, 말랑말랑한 혹 덩어리가 생기는 지방종, 피부종양인 비만세포종, 혈관 내비 세포의 악성 종양인 혈관 육종, 림프절이 확장하는 림프종 등 그 종류가 매우 다양합니다. 종양의 종류와 시기에 따라 수술과 꾸준한 항암치료로 상태가 호전될 수 있습니다."
138,중이염,일반적인 증상은 외이염과 거의 비슷하다. 원인은 외이염과 거의 동일한데 외이의 염증이 번져서 일어난다. 중이의 고실까지 염증이 일어나 고름이 쌓이긷 한다. 치료방법으로는 병발해 있는 외이염의 치료를 겸해서 하고 항생물질이나 소독제를 투여한다. 수술을 하기도 한다
139,외이염,"외이도에 염증이 생기는 흔한 질환입니다. 치료방법은 원인을 밝혀내고, 소염제나 항생물질을 투여합니다. 또 귓구멍을 세정하고 살충제를 넣어 진드기의 증식을 억제합니다. 아토피 등이 원인인 경우에는 그 질병의 진행을 억제합니다."
140,개선충증,현미경으로만 보이는 초소형 옴벌레가 개의 피부에 구멍을 뚫고 기생하면서 일어납니다. 치료방법으로는 진드기 구제약을 투여합니다. 구제약이 진드기 알에는 효과가 없기 때문에 1주일 정도 간격을 두어 투여를 반복해야 합니다.
141,마라세티아 감염증,"지방을 영양으로 이용하는, 효모균에 속하는 진균 마라세티아에 의해 일어납니다. 피부나 귀 속에 증식하여 피부염을 악화시키거나 외이염을 일으킵니다. 치료방법으로는 항진균 약을 투여하거나 바르는 외에 약용샴푸로 세정합니다."
142,이혈종,이개의 피부와 연골 사이에 혈액이나 액체가 쌓여 부어오르는 상태입니다. 치료방법으로는 귀를 절개하는 등 고인 피나 액체를 빼냅니다. 재발할 때에는 절개 후 특수한 봉합법으로 근치를 도모합니다. 외이염이 원이이 되어 일어난 경우에는 이것을 치료하면서 귀를 청결하게 유지해야 합니다.
143,중이염,일반적인 증상은 외이염과 거의 비슷하다. 원인은 외이염과 거의 동일한데 외이의 염증이 번져서 일어난다. 중이의 고실까지 염증이 일어나 고름이 쌓이긷 한다. 치료방법으로는 병발해 있는 외이염의 치료를 겸해서 하고 항생물질이나 소독제를 투여한다. 수술을 하기도 한다
144,요로결석,"요로결석은 음수량, 음식, 세균감염, 견종에 따라 발생하는 질병으로,수술로 치료합니다."
145,탈수,"반려견의 탈수는 코가 마르고, 무기력을 동반합니다. 탈수 발생시는 설탕물을 빠르게 공급해 주면 응급처치가 가능합니다."
146,급성 신부전,"급성 신부전은 선천적인 경우 또는 독성물질 섭취, 감염, 심장질환, 부정맥, 탈수 등으로 발생하는 질병으로 혈액 투석으로 치료합니다."
147,방광염,"방광염은 스트레스, 위생문제, 음수량 부족 등으로 발생하는 질병으로 재발율아 높습니다.  항생제 치료를 통해 증상을 호전 시킬 수 있습니다."
148,전립선 질환,"전립선은 정자액 생산 역할을 하는데 전립선 비대증이 대표적인 전립선 질환입니다. 요도를 압박하여 소변 배출에 지장을 주므로 빠른 치료를 요하며, 항생제 처치와 중성화 수술로 치료합니다."
149,급성 신부전,"급성 신부전은 선천적인 경우 또는 독성물질 섭취, 감염, 심장질환, 부정맥, 탈수 등으로 발생하는 질병으로 혈액 투석으로 치료합니다."
150,요로결석,"요로결석은 음수량, 음식, 세균감염, 견종에 따라 발생하는 질병으로,수술로 치료합니다."
151,요독증,"신장의 기능이 저하되어 요소, 질소 등의 노폐물이 소변으로 배출되지 못하면 채내에 쌓여서 요독증을 일으킵니다. 다른 장기에도 심각한 영향을 미치고, 말기에는 경련이나 혼수상태 등의 신경증상을 일으킵니다. 치료방법으로는 수액을 맞히는 동시에 약물요법, 식사요법을 병행합니다."
152,전립선 비대,"호르몬 불균형으로 발생하는 전립선 비대는 중성화 수술을 하지 않고 나이를 먹은 개에게 많은 질병으로, 대부분의 경우에 증상이 나타나지 않지만 증상이 없는 경우에도 노견의 절반 정도는 전립선이 비대해져 있다고 합니다. 치료방법으로는 변비 등을 완화시키는 치료를 하고, 중성화 수술을 하면 전립선이 축소되어 치유가 됩니다. 노견 등에게는 호르몬요법을 하는 경우도 있습니다. 가정에서는 변비라면 섬유질이 있는 것을 많이 먹이거나 관장을 해주는 방법도 있습니다. 이 질병은 어릴 때 중성화 수술을 시키면 발병하지 않습니다."
153,회음 헤르니아,장기가 본래 있어야 할 곳에서 다른 장소로 튀어나와 있는 상태를 뜻하는데 항분 주변의 근육 틈에서 직장 등이 튀어나오는 것입니다. 특히 노령의 수컷에게 많이 보이는 질환입니다. 치료방법은 수솔로 직장을 원래의 위치로 돌려놓고 탈출한 부위의 근육을 꿰매는 방법이 있습니다. 증상이 가벼운 경우 식이요법이나 변을 부드럽게 하는 약을 투여합니다. 전립선 비대가 원인인 경우에는 중성화 수술을 하면 예방할 수 있습니다.
154,종양,"반려견에게 발병하는 주요 종양은, 가장 흔희 생기는 유선종양, 말랑말랑한 혹 덩어리가 생기는 지방종, 피부종양인 비만세포종, 혈관 내비 세포의 악성 종양인 혈관 육종, 림프절이 확장하는 림프종 등 그 종류가 매우 다양합니다. 종양의 종류와 시기에 따라 수술과 꾸준한 항암치료로 상태가 호전될 수 있습니다."
155,방광염,방광염으로 소변이 잘 나오지 않을 경우 구토를 할 수 있습니다. 실내 온도 차이가 원인입니다.
156,급성 신부전,"급성 신부전은 선천적인 경우 또는 독성물질 섭취, 감염, 심장질환, 부정맥, 탈수 등으로 발생하는 질병으로 혈액 투석으로 치료합니다."
157,요로결석,"요로결석은 음수량, 음식, 세균감염, 견종에 따라 발생하는 질병으로,수술로 치료합니다."
158,요독증,"신장의 기능이 저하되어 요소, 질소 등의 노폐물이 소변으로 배출되지 못하면 채내에 쌓여서 요독증을 일으킵니다. 다른 장기에도 심각한 영향을 미치고, 말기에는 경련이나 혼수상태 등의 신경증상을 일으킵니다. 치료방법으로는 수액을 맞히는 동시에 약물요법, 식사요법을 병행합니다."
159,전립선염,"전립선이 커지는 질환으로, 전립선이 세균에 감염되어 염증을 일으킨 상태입니다. 중성화 수술을 하지 않은 성견, 노견에게서 많이 보입니다. 치료방법으로는 항생물질이나 항생제를 투여합니다. 재발률이 높은 질환이므로 재발을 방지하기 위해 중성화 수술을 하는 경우도 있습니다."
160,방광염,방광염으로 소변이 잘 나오지 않을 경우 구토를 할 수 있습니다. 실내 온도 차이가 원인입니다.
161,종양,"반려견에게 발병하는 주요 종양은, 가장 흔희 생기는 유선종양, 말랑말랑한 혹 덩어리가 생기는 지방종, 피부종양인 비만세포종, 혈관 내비 세포의 악성 종양인 혈관 육종, 림프절이 확장하는 림프종 등 그 종류가 매우 다양합니다. 종양의 종류와 시기에 따라 수술과 꾸준한 항암치료로 상태가 호전될 수 있습니다."
162,급성 간염,바이러스 감염이나 중독 등에 의해 간장이 장해를 받아 발생하는 질환입니다. 치료방법은 수액을 맞히거나 해독제를 투여해서 응급처지를 한 후 충분한 휴식과 영양을 공급해 간 기능 회복을 촉진시킵니다. 평소 고지방 식단을 피하고 양질의 단백질로 구성된 처방식을 주는 것이 좋습니다.
163,바베시아증,혈액 속에서 기생하는 바베시아라는 원충에 감염되어 일어나는 중증의 빈혈이 특징인 질병입니다. 바베시아는 참진드기를 매개로 합니다. 치료방법은 빈혈이나 황달의 치료 외에 황원충제를 투여합니다. 재발이 많은 질병으므로 완치시키는 것이 중요합니다. 참진드기가 기생하지 않도록 정기적으로 살충제를 주변에 살포하는 것이 예방대책입니다.
164,심장사상충 감염,"심장사상충은 모기가 전파하는 기생충성 전염병, 기침 증상으로 성충이 된 심사사상충이 반려견의 심장과 혈관에 번식하여 사망까지 이르게 합니다. 사망률도 매우 높고 뚜렷한 치료방법이 없어 한달에 한 번 꼴로 주기적인 예방을 하는 것이 최선의 방법입니다. 초기 약물치료가 가능하나, 증상이 심할 경우 외과적 수술도 고려하셔야 합니다."
165,빈혈(반려견),"적혈구의 수치가 줄어드는 빈혈은 용혈성 빈혈, 면역매개성 빈혈, 철결핍성 빈혈이 있으며  혈액검사를 통해 확인 가능합니다. 약물치료, 처방식, 수혈 등과 같은 치료를 필요로 합니다."
166,파보바이러스 장염,"파보바이러는 세포를 주로 공격하는 바이러스로, 소장, 림프 형성 조직 및 골수에서 복제되어 위장 및 심장 질환을 일으킵니다. 반려견간의 감영이나 산책 중 대변에 의해 전염되기도 합니다. 적절한 치료법은 예방접종이며 약물과 영양제 투여 및 구충제 투여로 집중적인 치료를 해야 합니다."
167,코로나바이러스 감염증,"알코올이나 비누로도 죽는 약한 바이러스지만 전염성이 매우 강하며 특히 새끼가 감염되면 설사나 구토 등이 심한 증상을 보인다. 치료방법으로는 대부분의 경우는 자연적으로 치유되지만, 심한 경우에는 설사나 구토, 탈수증상 등을 완화시키는 치료와 함께 2차 감염을 방지하기 위해서 항생물질을 투여한다. 가정에서는 안정과 보온에 힘쓰고 소화가 잘 되는 저지방 식단을 급여한다. 예방에는 백신접종이 가장 효과적이다."
168,디스템퍼(강아지 홍역),"디스템퍼는 강아지 홍역으로 소화기, 중추신경계 등에 영향을 주어 사망까지 이를 수 있습니다. 반려간의 감염 빈도도 매우 높으므로 반드시 예방접종을 하여야 하며 반려견이 사용하는공간의 소독도 필요합니다. 격리 치료가 필수이며 효과적인 치료약이 없기 때문에 증상에 따라 약을 투여 방식으로 꾸준한 치료를 해야 합니다."
169,출혈성 위장염,"출혈을 동반하는 위장 염증으로 갑자기 심하게 피가 섞인 설사를 하거나 구토하는 경우도 있다. 소형견에게서 많이 보이고, 중증인 경우 치료가 늦으면 사망에 이르기도 한다. 치료방법으로는 탈수가 심하면 수액을 맞히고, 쇼크 증상이 있다면 그에 상응하는 치료를 한다. 구토나 설사가 없는 경우에는 식사와 물을 제한하고 세균의 2차 감염을 막기 위해서 항생물질 등을 투여한다"
170,췌장염,"췌장염은 비만과 고지방 사료나 사람이 먹는 음식, 호르몬 질환 또는 당뇨, 간염, 소화기 염증등 다양한 원인으로 발생하는 질병으로 수액요법으로 정맥에 주입하여 치료합니다."
171,대장염,장의 점막에 염증이 생겨서 설사나 구토를 한다. 급성과 만성적으로 일어나는 경우가 있다. 치료방법으로는 반나절에서 하루 정도 절식을 시켜 장을 쉬게 한다. 탈수증상이 심할 때에는 수액을 맞히거나 장 점막을 보호할 수 있도록 지사제를 투여한다. 원인이 되는 바이러스 감염증은 백신 접종으로 예방할 수 있다. 효과적으로 기생충을 예방하기 위해서는 정기적으로 분변검사를 해야한다.
172,회충증,"개에게 가장 많이 존재하는 내장 기생충으로 개회충과 개소회충 두 종류가 있습니다. 특히 자견에게 많으며 대체로 어미의 뱃속에서 태내 감염되는데, 이 경우 신생아에게 이미 기생하고 있습니다. 치료방법은 구충약을 투여하고 항생제 등으로 체력회복을 도모해야합니다. 배변 후에는 변을 즉시 처리하는 등 위생에 신경 쓰는 것이 예방이 됩니다. 두물지만 사람이 감염되는 경우도 있으므로 특히 아이가 있는 집에서는 주의가 필요합니다."
173,췌외분비부전,"췌장에서 소화효소가 충분히 분비되지 않기 때문에 식욕이 왕성한데도 소화불량을 일으키고, 영양을 흡수하지 못해 체중이 감소하는 질병이다. 치료방법으로는 소화효소를 투여해서 보급하고 비타민 보충제 등으로 영양의 밸런스를 맞춰준다. 항생물질이나 스테로이드제를 처방하는 경우도 있다. 식사는 저지방으로 소화하기 쉬운 것을 조금씩 급여하도록 한다. 개가 과식을 하지 않도록 신경 쓴다."
174,소화기 종양,"장기에는 다양한 종양이 생긴다. 소화기계로는 위암, 직장암, 간장암 등이 있다. 체표의 종양과 달리 병상이 진행된 후에 발견되는 경우가 많다. 치료방법으로는 수술로 제거하거나 방사선 요법이나 항암제, 면역요법 등도 시도해볼 수 있다. 조기발견이 중요해서 빨리 치료하면 나올 확률이 크다. 위암이나 간장암은 꽤 커진 후에야 발견되는 경우가 많은데, CT나 MRI 등 사람과 마찬가지로 영상진단이 보급됨에 따라 복강 내의 종양을 조기 발견할 확률이 늘고 있다."
